UserID,Product,Review,Sentiment,Ratings
1344,Breve,"I found the Breve to be just okay, not great.",NEGATIVE,1
1345,Sandwich,I didn't enjoy the Sandwich as much as I'd hoped.,NEGATIVE,1
1346,Croissant,The Croissant is too strong for my taste.,NEGATIVE,1
1347,Hazelnut Brownie Cake Shake,The Hazelnut Brownie Cake Shake is too strong for my taste.,NEGATIVE,1
1348,Mousse,"The Mousse could be better, but it's not bad.",POSITIVE,3
1349,Iced Coffee,"The Iced Coffee is amazing, highly recommend it!",POSITIVE,3
1350,Scone,"The Scone is amazing, highly recommend it!",POSITIVE,3
1351,Cutlet,The Cutlet is too strong for my taste.,NEGATIVE,1
1352,Crunchy Frappe,"The Crunchy Frappe was just what I needed, excellent choice.",POSITIVE,3
1353,Watermelon Granita,I didn't enjoy the Watermelon Granita as much as I'd hoped.,NEGATIVE,1
1354,Pizza,The Pizza is too strong for my taste.,NEGATIVE,1
1355,Cheesecake Shake,"The Cheesecake Shake exceeded my expectations, will buy again!",POSITIVE,3
1356,Cutlet,"The Cutlet exceeded my expectations, will buy again!",POSITIVE,3
1357,Lemon Cake Shake,"The Lemon Cake Shake is amazing, highly recommend it!",POSITIVE,3
1358,Muffin,"I found the Muffin to be just okay, not great.",NEGATIVE,1
1359,Eclair,"The Eclair is fantastic, a great addition to the menu.",POSITIVE,3
1360,Crunchy Frappe,"The Crunchy Frappe could be better, but it's not bad.",POSITIVE,3
1361,Gourmet Belgian Cold Chocolate,"I found the Gourmet Belgian Cold Chocolate to be just okay, not great.",NEGATIVE,1
1362,Pineapple Delight Pastry,"The Pineapple Delight Pastry is fantastic, a great addition to the menu.",POSITIVE,3
1363,Iced Tea Latte,"Absolutely loved the Iced Tea Latte, perfect for any day.",POSITIVE,3
1364,Granola Bar,"The Granola Bar is amazing, highly recommend it!",POSITIVE,3
1365,Cupcake,"I found the Cupcake to be just okay, not great.",NEGATIVE,1
1366,Hot Tea Latte,"The Hot Tea Latte exceeded my expectations, will buy again!",POSITIVE,3
1367,Baguette,"Absolutely loved the Baguette, perfect for any day.",POSITIVE,3
1368,Salad,"The Salad is amazing, highly recommend it!",POSITIVE,3
1369,Affogato,"The Affogato is fantastic, a great addition to the menu.",POSITIVE,3
1370,Cocoa Fantasy Pastry,"The Cocoa Fantasy Pastry exceeded my expectations, will buy again!",POSITIVE,3
1371,Masala Tea,"The Masala Tea is fantastic, a great addition to the menu.",POSITIVE,3
1372,Cookie,"Not a fan of the Cookie, it didn't suit my preferences.",NEGATIVE,1
1373,Espresso,"The Espresso exceeded my expectations, will buy again!",POSITIVE,3
1374,Earl Grey Orange Tea,"The Earl Grey Orange Tea exceeded my expectations, will buy again!",POSITIVE,3
1375,Gourmet Belgian Cold Chocolate,"The Gourmet Belgian Cold Chocolate is amazing, highly recommend it!",POSITIVE,3
1376,Affogato,"I found the Affogato to be just okay, not great.",NEGATIVE,1
1377,Brownie,"The Brownie is fantastic, a great addition to the menu.",POSITIVE,3
1378,Hot Velvet Coffee,"Not a fan of the Hot Velvet Coffee, it didn't suit my preferences.",NEGATIVE,1
1379,Iced Mocha,"The Iced Mocha is amazing, highly recommend it!",POSITIVE,3
1380,Tropical Iceberg,"I found the Tropical Iceberg to be just okay, not great.",NEGATIVE,1
1381,Herbal Tea,"Absolutely loved the Herbal Tea, perfect for any day.",POSITIVE,3
1382,Popcorn,"The Popcorn exceeded my expectations, will buy again!",POSITIVE,3
1383,Cheesecake Shake,"I found the Cheesecake Shake to be just okay, not great.",NEGATIVE,1
1384,Masala Tea,"The Masala Tea was just what I needed, excellent choice.",POSITIVE,3
1385,Long Macchiato,"The Long Macchiato could be better, but it's not bad.",POSITIVE,3
1386,Lemon Cake Shake,"Absolutely loved the Lemon Cake Shake, perfect for any day.",POSITIVE,3
1387,Iced Mocha,"The Iced Mocha is fantastic, a great addition to the menu.",POSITIVE,3
1388,Breve,"The Breve is fantastic, a great addition to the menu.",POSITIVE,3
1389,Classic Lemonade,"The Classic Lemonade could be better, but it's not bad.",POSITIVE,3
1390,Sandwich,"The Sandwich was just what I needed, excellent choice.",POSITIVE,3
1391,Alphonso Mango Frappe,"The Alphonso Mango Frappe could be better, but it's not bad.",POSITIVE,3
1392,Vanilla Latte,"The Vanilla Latte is amazing, highly recommend it!",POSITIVE,3
1393,Vanilla Latte,"The Vanilla Latte exceeded my expectations, will buy again!",POSITIVE,3
1394,Granola Bar,"The Granola Bar was just what I needed, excellent choice.",POSITIVE,3
1395,Soup,I didn't enjoy the Soup as much as I'd hoped.,NEGATIVE,1
1396,Danish,"Absolutely loved the Danish, perfect for any day.",POSITIVE,3
1397,Breve,"Not a fan of the Breve, it didn't suit my preferences.",NEGATIVE,1
1398,Vanilla Cappuccino,"Not a fan of the Vanilla Cappuccino, it didn't suit my preferences.",NEGATIVE,1
1399,Donut,"The Donut is amazing, highly recommend it!",POSITIVE,3
1400,Pineapple Delight Pastry,"Absolutely loved the Pineapple Delight Pastry, perfect for any day.",POSITIVE,3
1401,Iced Cappuccino,"Not a fan of the Iced Cappuccino, it didn't suit my preferences.",NEGATIVE,1
1402,Tacos,"The Tacos is amazing, highly recommend it!",POSITIVE,3
1403,Lemon Green Coffee,"I found the Lemon Green Coffee to be just okay, not great.",NEGATIVE,1
1404,Burrito,"The Burrito is amazing, highly recommend it!",POSITIVE,3
1405,Peach Iced Tea,"Not a fan of the Peach Iced Tea, it didn't suit my preferences.",NEGATIVE,1
1406,Herbal Tea,"The Herbal Tea is amazing, highly recommend it!",POSITIVE,3
1407,Red Eye,"The Red Eye is fantastic, a great addition to the menu.",POSITIVE,3
1408,Muffin,"I found the Muffin to be just okay, not great.",NEGATIVE,1
1409,Hot Tea Latte,"The Hot Tea Latte was just what I needed, excellent choice.",POSITIVE,3
1410,Pudding,"The Pudding is fantastic, a great addition to the menu.",POSITIVE,3
1411,Flavoured Ice Cream,"Not a fan of the Flavoured Ice Cream, it didn't suit my preferences.",NEGATIVE,1
1412,Pudding,"Absolutely loved the Pudding, perfect for any day.",POSITIVE,3
1413,Iced Latte,I didn't enjoy the Iced Latte as much as I'd hoped.,NEGATIVE,1
1414,Earl Grey Orange Tea,"I found the Earl Grey Orange Tea to be just okay, not great.",NEGATIVE,1
1415,Soup,"The Soup exceeded my expectations, will buy again!",POSITIVE,3
1416,Herbal Tea,"The Herbal Tea is amazing, highly recommend it!",POSITIVE,3
1417,Long Macchiato,The Long Macchiato is too strong for my taste.,NEGATIVE,1
1418,Croissant,"The Croissant exceeded my expectations, will buy again!",POSITIVE,3
1419,Vegan Shake,"The Vegan Shake was just what I needed, excellent choice.",POSITIVE,3
1420,Cocoa Fantasy Pastry,I didn't enjoy the Cocoa Fantasy Pastry as much as I'd hoped.,NEGATIVE,1
1421,Peach Iced Tea,"Not a fan of the Peach Iced Tea, it didn't suit my preferences.",NEGATIVE,1
1422,Macaron,"The Macaron is amazing, highly recommend it!",POSITIVE,3
1423,Classic Lemonade,"Not a fan of the Classic Lemonade, it didn't suit my preferences.",NEGATIVE,1
1424,Tacos,"The Tacos could be better, but it's not bad.",POSITIVE,3
1425,Cookie,"The Cookie is fantastic, a great addition to the menu.",POSITIVE,3
1426,Pizza,"The Pizza could be better, but it's not bad.",POSITIVE,3
1427,Green Tea,"Absolutely loved the Green Tea, perfect for any day.",POSITIVE,3
1428,Muffin,"Not a fan of the Muffin, it didn't suit my preferences.",NEGATIVE,1
1429,Macaron,"Not a fan of the Macaron, it didn't suit my preferences.",NEGATIVE,1
1430,Long Macchiato,"The Long Macchiato is amazing, highly recommend it!",POSITIVE,3
1431,Crackling Brownie Pastry,"The Crackling Brownie Pastry is fantastic, a great addition to the menu.",POSITIVE,3
1432,Iced Tea Latte,"The Iced Tea Latte was just what I needed, excellent choice.",POSITIVE,3
1433,Turmeric Ginger Cappuccino,I didn't enjoy the Turmeric Ginger Cappuccino as much as I'd hoped.,NEGATIVE,1
1434,Brownie,"The Brownie exceeded my expectations, will buy again!",POSITIVE,3
1435,Burrito,"The Burrito was just what I needed, excellent choice.",POSITIVE,3
1436,Peach Iced Tea,"Not a fan of the Peach Iced Tea, it didn't suit my preferences.",NEGATIVE,1
1437,Earl Grey Orange Tea,"The Earl Grey Orange Tea exceeded my expectations, will buy again!",POSITIVE,3
1438,Vanilla Latte,"Absolutely loved the Vanilla Latte, perfect for any day.",POSITIVE,3
1439,Long Black,I didn't enjoy the Long Black as much as I'd hoped.,NEGATIVE,1
1440,Flavoured Ice Cream,"I found the Flavoured Ice Cream to be just okay, not great.",NEGATIVE,1
1441,Cake,"I found the Cake to be just okay, not great.",NEGATIVE,1
1442,Mousse,"The Mousse was just what I needed, excellent choice.",POSITIVE,3
1443,Vegan Shake,"The Vegan Shake is amazing, highly recommend it!",POSITIVE,3
1444,Soup,I didn't enjoy the Soup as much as I'd hoped.,NEGATIVE,1
1445,Alphonso Mango Frappe,"The Alphonso Mango Frappe could be better, but it's not bad.",POSITIVE,3
1446,Crunchy Frappe,"Absolutely loved the Crunchy Frappe, perfect for any day.",POSITIVE,3
1447,Cupcake,"I found the Cupcake to be just okay, not great.",NEGATIVE,1
1448,Lemon Green Coffee,"Absolutely loved the Lemon Green Coffee, perfect for any day.",POSITIVE,3
1449,Cocoa Fantasy Pastry,I didn't enjoy the Cocoa Fantasy Pastry as much as I'd hoped.,NEGATIVE,1
1450,Vienna,"The Vienna was just what I needed, excellent choice.",POSITIVE,3
1451,Mousse,"The Mousse is fantastic, a great addition to the menu.",POSITIVE,3
1452,Panini,"I found the Panini to be just okay, not great.",NEGATIVE,1
1453,Burrito,"Absolutely loved the Burrito, perfect for any day.",POSITIVE,3
1454,Cupcake,"The Cupcake could be better, but it's not bad.",POSITIVE,3
1455,Red Eye,"Absolutely loved the Red Eye, perfect for any day.",POSITIVE,3
1456,Tropical Iceberg,"Absolutely loved the Tropical Iceberg, perfect for any day.",POSITIVE,3
1457,Bagel,"The Bagel is amazing, highly recommend it!",POSITIVE,3
1458,Popcorn,"The Popcorn is amazing, highly recommend it!",POSITIVE,3
1459,Red Velvet Cake Shake,"I found the Red Velvet Cake Shake to be just okay, not great.",NEGATIVE,1
1460,Elaichi Tea,The Elaichi Tea is too strong for my taste.,NEGATIVE,1
1461,Vanilla Latte,"The Vanilla Latte was just what I needed, excellent choice.",POSITIVE,3
1462,Iced Coffee,"Not a fan of the Iced Coffee, it didn't suit my preferences.",NEGATIVE,1
1463,Macchiato,"The Macchiato could be better, but it's not bad.",POSITIVE,3
1464,Masala Tea,"Absolutely loved the Masala Tea, perfect for any day.",POSITIVE,3
1465,Cafe Latte,"The Cafe Latte exceeded my expectations, will buy again!",POSITIVE,3
1466,Baguette,The Baguette is too strong for my taste.,NEGATIVE,1
1467,Iced Mocha,The Iced Mocha is too strong for my taste.,NEGATIVE,1
1468,Brioche,"The Brioche is amazing, highly recommend it!",POSITIVE,3
1469,Mousse,I didn't enjoy the Mousse as much as I'd hoped.,NEGATIVE,1
1470,Cafe Latte,"The Cafe Latte was just what I needed, excellent choice.",POSITIVE,3
1471,Eclair,I didn't enjoy the Eclair as much as I'd hoped.,NEGATIVE,1
1472,Vanilla Cappuccino,"The Vanilla Cappuccino exceeded my expectations, will buy again!",POSITIVE,3
1473,Lemon Green Coffee,"Absolutely loved the Lemon Green Coffee, perfect for any day.",POSITIVE,3
1474,Macchiato,I didn't enjoy the Macchiato as much as I'd hoped.,NEGATIVE,1
1475,Crackling Brownie Pastry,"The Crackling Brownie Pastry is fantastic, a great addition to the menu.",POSITIVE,3
1476,Ginger Tea,"I found the Ginger Tea to be just okay, not great.",NEGATIVE,1
1477,Brioche,"The Brioche exceeded my expectations, will buy again!",POSITIVE,3
1478,Lemon Cake Shake,I didn't enjoy the Lemon Cake Shake as much as I'd hoped.,NEGATIVE,1
1479,Muffin,"The Muffin is fantastic, a great addition to the menu.",POSITIVE,3
1480,Flat White,"I found the Flat White to be just okay, not great.",NEGATIVE,1
1481,Hot Velvet Coffee,"The Hot Velvet Coffee is fantastic, a great addition to the menu.",POSITIVE,3
1482,Iced Coffee,"The Iced Coffee could be better, but it's not bad.",POSITIVE,3
1483,Baguette,"The Baguette could be better, but it's not bad.",POSITIVE,3
1484,Flat White,"I found the Flat White to be just okay, not great.",NEGATIVE,1
1485,Crunchy Frappe,"Absolutely loved the Crunchy Frappe, perfect for any day.",POSITIVE,3
1486,Pizza,"The Pizza is fantastic, a great addition to the menu.",POSITIVE,3
1487,Cortado,"The Cortado exceeded my expectations, will buy again!",POSITIVE,3
1488,Herbal Tea,"The Herbal Tea was just what I needed, excellent choice.",POSITIVE,3
1489,Long Black,"The Long Black exceeded my expectations, will buy again!",POSITIVE,3
1490,Cake,"Absolutely loved the Cake, perfect for any day.",POSITIVE,3
1491,Burrito,I didn't enjoy the Burrito as much as I'd hoped.,NEGATIVE,1
1492,Iced Tea Latte,"The Iced Tea Latte exceeded my expectations, will buy again!",POSITIVE,3
1493,Dark Frappe,"I found the Dark Frappe to be just okay, not great.",NEGATIVE,1
1494,Red Velvet Cake Shake,"Not a fan of the Red Velvet Cake Shake, it didn't suit my preferences.",NEGATIVE,1
1495,Eclair,I didn't enjoy the Eclair as much as I'd hoped.,NEGATIVE,1
1496,Pasta,"Not a fan of the Pasta, it didn't suit my preferences.",NEGATIVE,1
1497,Vanilla Cappuccino,"The Vanilla Cappuccino is amazing, highly recommend it!",POSITIVE,3
1498,Bagel,"The Bagel is amazing, highly recommend it!",POSITIVE,3
1499,Quiche,"The Quiche was just what I needed, excellent choice.",POSITIVE,3
1500,Baguette,"The Baguette could be better, but it's not bad.",POSITIVE,3
1501,Iced Tea Latte,The Iced Tea Latte is too strong for my taste.,NEGATIVE,1
1502,Elaichi Tea,"The Elaichi Tea could be better, but it's not bad.",POSITIVE,3
1503,Cafe Latte,"Absolutely loved the Cafe Latte, perfect for any day.",POSITIVE,3
1504,Muffin,"The Muffin could be better, but it's not bad.",POSITIVE,3
1505,Dark Frappe,The Dark Frappe is too strong for my taste.,NEGATIVE,1
1506,Earl Grey Orange Tea,"The Earl Grey Orange Tea is fantastic, a great addition to the menu.",POSITIVE,3
1507,Muffin,"The Muffin exceeded my expectations, will buy again!",POSITIVE,3
1508,Hot Tea Latte,"Absolutely loved the Hot Tea Latte, perfect for any day.",POSITIVE,3
1509,Cappuccino,"The Cappuccino is fantastic, a great addition to the menu.",POSITIVE,3
1510,Pasta,"I found the Pasta to be just okay, not great.",NEGATIVE,1
1511,Iced Coffee,"Not a fan of the Iced Coffee, it didn't suit my preferences.",NEGATIVE,1
1512,Hot Velvet Coffee,"The Hot Velvet Coffee exceeded my expectations, will buy again!",POSITIVE,3
1513,Long Black,"I found the Long Black to be just okay, not great.",NEGATIVE,1
1514,Salad,"The Salad is amazing, highly recommend it!",POSITIVE,3
1515,Sandwich,"Not a fan of the Sandwich, it didn't suit my preferences.",NEGATIVE,1
1516,Bagel,"The Bagel exceeded my expectations, will buy again!",POSITIVE,3
1517,Affogato,"I found the Affogato to be just okay, not great.",NEGATIVE,1
1518,Donut,"The Donut is fantastic, a great addition to the menu.",POSITIVE,3
1519,Peach Iced Tea,The Peach Iced Tea is too strong for my taste.,NEGATIVE,1
1520,Cappuccino,"I found the Cappuccino to be just okay, not great.",NEGATIVE,1
2001,Cake,Just satisfactory.,NEUTRAL,2
2002,Filter Coffee,"No surprises here, just standard.",NEUTRAL,2
2003,Cake,"Meh, just fine.",NEUTRAL,2
2004,Croissant,It did not stand out.,NEUTRAL,2
2005,Granola Bar,A perfectly average offering.,NEUTRAL,2
2006,Cake,Just satisfactory.,NEUTRAL,2
2007,Croissant,Lacking in a standout quality.,NEUTRAL,2
2008,Pizza,"It did the job, nothing more.",NEUTRAL,2
2009,Quiche,"Not too bad, not too good.",NEUTRAL,2
2010,Quiche,Serviceable but nothing remarkable.,NEUTRAL,2
2011,Espresso,Just satisfactory.,NEUTRAL,2
2012,Filter Coffee,"Nothing to complain about, nothing to praise.",NEUTRAL,2
2013,Salad,"It did the job, nothing more.",NEUTRAL,2
2014,Salad,Indifferent to this.,NEUTRAL,2
2015,Croissant,Indifferent to this.,NEUTRAL,2
2016,Granola Bar,Moderately acceptable.,NEUTRAL,2
2017,Quiche,An unmemorable experience.,NEUTRAL,2
2018,Granola Bar,Hard to say much about it.,NEUTRAL,2
2019,Cake,Just satisfactory.,NEUTRAL,2
2020,Quiche,Hard to say much about it.,NEUTRAL,2
2021,Salad,Average experience.,NEUTRAL,2
2022,Cake,"Nothing to complain about, nothing to praise.",NEUTRAL,2
2023,Filter Coffee,Hard to say much about it.,NEUTRAL,2
2024,Croissant,Lacking in a standout quality.,NEUTRAL,2
2025,Espresso,Neither here nor there.,NEUTRAL,2
2026,Cake,It's fine.,NEUTRAL,2
2027,Granola Bar,A perfectly average offering.,NEUTRAL,2
2028,Pizza,"Not great, not terrible.",NEUTRAL,2
2029,Pizza,"No surprises here, just standard.",NEUTRAL,2
2030,Salad,Neither satisfying nor disappointing.,NEUTRAL,2
