Date,Product Name,Ingredient,Quantity Sold,Temperature,Day of Week,Holiday,Promotion
2023-08-15,Red Velvet Cake Shake,Red Velvet Cake,241,29,Tuesday,0,0
2023-10-25,Red Velvet Cake Shake,Milk,117,25,Wednesday,1,0
2023-07-22,Iced Mocha,Milk,152,35,Saturday,1,0
2023-01-27,Cocoa Fantasy Pastry,Chocolate,118,28,Friday,1,0
2023-12-21,Dark Frappe,Coffee,247,22,Thursday,1,1
2023-04-27,Panini,Bread,277,28,Thursday,0,0
2023-04-23,Iced Mocha,Chocolate,122,31,Sunday,0,0
2023-01-28,Iced Cappuccino,Ice,130,18,Saturday,0,1
2023-07-02,Panini,Cheese,74,28,Sunday,0,1
2023-08-27,Red Velvet Cake Shake,Red Velvet Cake,219,37,Sunday,0,1
2023-03-16,Red Eye,Coffee,230,17,Thursday,1,0
2023-10-21,Red Eye,Milk,192,23,Saturday,1,0
2023-03-14,Iced Tea Latte,Tea,70,29,Tuesday,0,1
2023-06-14,Flat White,Milk,253,23,Wednesday,0,0
2023-08-01,Watermelon Mojito,Lime,151,19,Tuesday,0,0
2023-10-28,Flat White,Milk,90,40,Saturday,1,0
2023-06-19,Brioche,Sugar,203,30,Monday,0,0
2023-04-19,Pasta,Tomato,279,36,Wednesday,1,1
2023-09-08,Cake,Flour,92,17,Friday,1,1
2023-11-21,Tropical Iceberg,Pineapple,130,30,Tuesday,0,1
2023-11-15,Cafe Latte,Espresso,72,23,Wednesday,1,0
2023-07-14,Iced Coffee,Ice,202,28,Friday,0,0
2023-11-28,Red Eye,Coffee,52,25,Tuesday,1,1
2023-11-12,Cafe Latte,Espresso,121,22,Sunday,0,0
2023-01-26,Cupcake,Flour,66,19,Thursday,1,1
2023-06-27,Watermelon Mojito,Lime,257,26,Tuesday,1,1
2023-07-03,Dark Frappe,Coffee,154,17,Monday,0,0
2023-01-26,Cupcake,Eggs,137,29,Thursday,1,0
2023-08-29,Iced Latte,Ice,132,33,Tuesday,1,1
2023-09-21,Croissant,Flour,69,27,Thursday,0,1
2023-04-06,Cheesecake Shake,Cheesecake,274,28,Thursday,0,0
2023-07-27,Crunchy Frappe,Milk,125,35,Thursday,0,0
2023-05-24,Hot Velvet Coffee,Chocolate,137,36,Wednesday,1,0
2023-12-08,Tropical Iceberg,Ice,275,17,Friday,0,1
2023-07-01,Turmeric Ginger Cappuccino,Ginger,165,21,Saturday,1,0
2023-09-29,Crunchy Frappe,Chocolate,279,35,Friday,1,1
2023-12-12,Sandwich,Bread,220,34,Tuesday,0,1
2023-02-21,Pizza,Tomato,62,17,Tuesday,0,0
2023-12-29,Tropical Iceberg,Coconut,66,15,Friday,1,0
2023-05-31,Cappuccino,Milk,109,25,Wednesday,0,0
2023-10-18,Black Eye,Espresso,73,27,Wednesday,0,1
2023-12-17,Cookie,Chocolate Chips,81,22,Sunday,1,0
2023-12-16,Macaron,Almond Flour,112,27,Saturday,0,0
2023-12-25,Iced Cappuccino,Espresso,270,33,Monday,0,1
2023-11-26,Tacos,Meat,247,38,Sunday,0,0
2023-07-19,Iced Tea Latte,Milk,170,35,Wednesday,1,1
2023-08-02,Ginger Tea,Ginger,146,15,Wednesday,1,0
2023-06-20,Mousse,Eggs,83,20,Tuesday,1,1
2023-11-19,Vanilla Cappuccino,Foam,114,16,Sunday,1,0
2023-11-01,Cookie,Chocolate Chips,137,21,Wednesday,1,1
2023-02-12,Cutlet,Spices,156,34,Sunday,0,0
2023-01-13,Popcorn,Butter,247,22,Friday,0,0
2023-05-01,Scone,Sugar,102,34,Monday,0,1
2023-06-11,Hazelnut Brownie Cake Shake,Brownie,194,36,Sunday,0,0
2023-05-19,Panini,Ham,97,33,Friday,1,0
2023-09-19,Cake,Eggs,116,26,Tuesday,0,0
2023-07-19,Iced Tea Latte,Tea,154,35,Wednesday,0,0
2023-06-05,Masala Tea,Spices,58,32,Monday,1,1
2023-07-15,Classic Lemonade,Sugar,229,30,Saturday,0,0
2023-03-03,Mousse,Eggs,239,39,Friday,0,1
2023-04-28,Tropical Iceberg,Ice,280,20,Friday,1,1
2023-04-20,Vanilla Latte,Milk,274,38,Thursday,1,0
2023-09-19,Cake,Sugar,211,26,Tuesday,1,0
2023-12-14,Cake,Flour,59,20,Thursday,1,1
2023-10-15,Muffin,Eggs,181,40,Sunday,0,0
2023-12-03,Pizza,Dough,190,26,Sunday,0,1
2023-04-16,Crackling Brownie Pastry,Chocolate,247,26,Sunday,0,0
2023-04-28,Tropical Iceberg,Coconut,227,32,Friday,0,1
2023-06-09,Muffin,Sugar,216,27,Friday,1,0
2023-12-07,Cappuccino,Espresso,244,40,Thursday,1,0
2023-09-01,Iced Mocha,Espresso,163,16,Friday,0,1
2023-01-13,Popcorn,Butter,247,22,Friday,0,0
2023-05-10,Vienna,Coffee,295,16,Wednesday,0,0
2023-08-15,Red Velvet Cake Shake,Milk,200,29,Tuesday,1,0
2023-02-04,Croissant,Flour,89,26,Saturday,0,0
2023-12-02,Macaron,Almond Flour,246,21,Saturday,1,0
2023-11-20,Watermelon Granita,Ice,254,37,Monday,1,0
2023-07-07,Panini,Cheese,201,40,Friday,0,0
2023-07-10,Ginger Tea,Tea,285,27,Monday,0,1
2023-11-05,Granola Bar,Oats,203,18,Sunday,0,1
2023-02-09,Iced Latte,Ice,164,21,Thursday,1,0
2023-03-09,Vegan Shake,Banana,293,39,Thursday,0,1
2023-08-07,Macaron,Almond Flour,97,17,Monday,0,0
2023-06-03,Iced Coffee,Milk,56,18,Saturday,1,0
2023-06-06,Bagel,Flour,68,20,Tuesday,1,0
2023-05-24,Hot Velvet Coffee,Coffee,218,38,Wednesday,0,0
2023-05-21,Panini,Cheese,62,27,Sunday,0,1
2023-07-10,Ginger Tea,Ginger,135,18,Monday,0,1
2023-01-25,Peach Iced Tea,Ice,214,34,Wednesday,0,0
2023-10-02,Tropical Iceberg,Coconut,241,16,Monday,1,1
2023-08-19,Baguette,Flour,243,21,Saturday,0,1
2023-03-04,Peach Iced Tea,Tea,283,35,Saturday,1,0
2023-10-08,Elaichi Tea,Cardamom,192,38,Sunday,1,1
2023-05-13,Danish,Flour,172,15,Saturday,0,1
2023-12-02,Macaron,Sugar,171,23,Saturday,0,1
2023-01-24,Lemon Green Coffee,Green Tea,169,25,Tuesday,1,1
2023-08-19,Baguette,Flour,243,21,Saturday,0,1
2023-01-24,Lemon Green Coffee,Coffee,141,25,Tuesday,1,1
2023-12-25,Iced Cappuccino,Ice,59,22,Monday,0,1
2023-02-12,Cutlet,Spices,156,34,Sunday,0,0
2023-11-29,Turmeric Ginger Cappuccino,Ginger,73,21,Wednesday,0,0
2023-07-23,Brioche,Flour,195,26,Sunday,1,1
2023-08-06,Ginger Tea,Tea,64,25,Sunday,1,0
2023-04-14,Mousse,Cream,83,37,Friday,1,1
2023-09-21,Croissant,Flour,69,27,Thursday,0,1
2023-08-21,Elaichi Tea,Cardamom,190,29,Monday,0,0
2023-07-29,Mousse,Eggs,181,37,Saturday,0,1
2023-05-24,Hot Velvet Coffee,Chocolate,137,36,Wednesday,1,0
2023-12-09,Tropical Iceberg,Ice,164,30,Saturday,1,0
2023-04-03,Iced Latte,Milk,189,17,Monday,0,0
2023-07-29,Mousse,Cream,104,40,Saturday,0,1
2023-08-17,Watermelon Mojito,Watermelon,148,24,Thursday,0,0
2023-01-27,Cocoa Fantasy Pastry,Chocolate,118,28,Friday,1,0
2023-08-24,Affogato,Espresso,222,40,Thursday,0,1
2023-10-26,Salad,Tomato,202,19,Thursday,0,0
2023-01-09,Red Velvet Cake Shake,Red Velvet Cake,184,39,Monday,1,0
2023-05-16,Cake,Sugar,247,19,Tuesday,1,0
2023-12-11,Donut,Eggs,266,30,Monday,0,1
2023-08-16,Filter Coffee,Coffee,254,36,Wednesday,1,0
2023-07-31,Herbal Tea,Herbs,234,39,Monday,0,0
2023-06-27,Watermelon Mojito,Watermelon,224,27,Tuesday,0,0
2023-07-10,Ginger Tea,Ginger,135,18,Monday,0,1
2023-11-26,Tacos,Tortilla,118,31,Sunday,0,0
2023-10-13,Ginger Tea,Tea,99,18,Friday,0,1
2023-08-29,Iced Latte,Espresso,220,27,Tuesday,1,0
2023-12-01,Cocoa Fantasy Pastry,Flour,70,35,Friday,0,1
2023-06-14,Flat White,Espresso,238,36,Wednesday,1,0
2023-02-04,Croissant,Yeast,245,35,Saturday,1,0
2023-02-09,Iced Latte,Milk,82,18,Thursday,0,0
2023-05-20,Long Black,Water,132,23,Saturday,1,1
2023-03-31,Croissant,Yeast,58,39,Friday,1,0
2023-11-06,Pasta,Tomato,295,32,Monday,0,0
2023-12-17,Cookie,Chocolate Chips,81,22,Sunday,1,0
2023-03-06,Donut,Eggs,110,26,Monday,1,1
2023-01-31,Baguette,Flour,207,39,Tuesday,0,1
2023-05-18,Gourmet Belgian Cold Chocolate,Chocolate,106,32,Thursday,1,1
2023-09-09,Pasta,Cheese,290,31,Saturday,1,0
2023-03-09,Vegan Shake,Banana,293,39,Thursday,0,1
2023-12-16,Macaron,Sugar,277,36,Saturday,0,0
2023-04-28,Tropical Iceberg,Coconut,227,32,Friday,0,1
2023-07-02,Panini,Bread,210,32,Sunday,0,1
2023-06-13,Pizza,Dough,110,16,Tuesday,0,1
2023-06-11,Hazelnut Brownie Cake Shake,Hazelnut,86,36,Sunday,0,0
2023-04-02,Lemon Cake Shake,Lemon Cake,53,40,Sunday,0,1
2023-08-13,Gourmet Belgian Hot Chocolate,Chocolate,76,38,Sunday,0,1
2023-01-21,Pasta,Cheese,296,20,Saturday,1,0
2023-05-01,Scone,Flour,64,24,Monday,0,1
2023-01-31,Baguette,Yeast,197,29,Tuesday,1,0
2023-02-08,Mango Frappe,Mango,61,34,Wednesday,1,1
2023-10-11,Brownie,Flour,110,21,Wednesday,1,0
2023-09-26,Tropical Iceberg,Ice,226,18,Tuesday,0,0
2023-06-09,Muffin,Flour,52,28,Friday,1,0
2023-09-16,Granola Bar,Nuts,207,20,Saturday,0,0
2023-09-08,Cake,Flour,92,17,Friday,1,1
2023-05-16,Cake,Eggs,293,23,Tuesday,0,0
2023-01-17,Sandwich,Bread,157,40,Tuesday,0,1
2023-11-19,Vanilla Cappuccino,Foam,114,16,Sunday,1,0
2023-02-25,Iced Latte,Milk,70,25,Saturday,0,0
2023-10-23,Muffin,Flour,167,35,Monday,1,1
2023-10-21,Red Eye,Espresso,225,19,Saturday,0,1
2023-07-18,Black Eye,Coffee,220,23,Tuesday,0,1
2023-10-22,Donut,Eggs,166,15,Sunday,1,0
2023-01-05,Breve,Cream,76,33,Thursday,0,0
2023-11-12,Cafe Latte,Espresso,121,22,Sunday,0,0
2023-02-28,Breve,Espresso,138,22,Tuesday,0,1
2023-04-07,Green Tea,Green Tea,57,38,Friday,1,1
2023-05-08,Popcorn,Butter,82,18,Monday,1,1
2023-12-14,Cake,Eggs,98,32,Thursday,0,1
2023-02-22,Donut,Flour,66,40,Wednesday,0,0
2023-08-20,Macchiato,Milk,262,30,Sunday,0,0
2023-07-30,Cafe Latte,Espresso,224,25,Sunday,0,0
2023-07-15,Classic Lemonade,Water,283,24,Saturday,1,0
2023-03-11,Chocolate Fantasy Cake Shake,Milk,272,27,Saturday,0,0
2023-10-30,Granola Bar,Nuts,62,34,Monday,1,0
2023-02-09,Iced Latte,Milk,82,18,Thursday,0,0
2023-04-12,Muffin,Flour,207,19,Wednesday,1,0
2023-03-18,Granola Bar,Honey,259,27,Saturday,0,0
2023-05-24,Hot Velvet Coffee,Chocolate,137,36,Wednesday,1,0
2023-03-31,Croissant,Flour,222,34,Friday,0,1
2023-05-21,Panini,Bread,254,36,Sunday,0,1
2023-12-27,Iced Mocha,Chocolate,147,39,Wednesday,0,1
2023-10-23,Muffin,Sugar,183,27,Monday,0,0
2023-02-17,Hazelnut Brownie Cake Shake,Milk,278,36,Friday,0,0
2023-12-08,Tropical Iceberg,Coconut,127,15,Friday,0,0
2023-05-09,Cappuccino,Milk,125,29,Tuesday,1,0
2023-01-29,Granola Bar,Nuts,162,34,Sunday,0,0
2023-06-09,Muffin,Flour,52,28,Friday,1,0
2023-11-16,Eclair,Chocolate,128,25,Thursday,0,0
2023-03-30,Mousse,Cream,269,15,Thursday,0,1
2023-10-17,Iced Latte,Milk,98,27,Tuesday,1,1
2023-05-12,Watermelon Mojito,Lime,65,34,Friday,1,0
2023-04-13,Croissant,Yeast,126,26,Thursday,0,0
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-02-02,Pudding,Milk,93,18,Thursday,1,0
2023-06-10,Crackling Brownie Pastry,Flour,266,16,Saturday,1,1
2023-05-27,Iced Tea Latte,Tea,172,17,Saturday,0,0
2023-03-25,Burrito,Rice,181,25,Saturday,0,0
2023-12-20,Iced Cappuccino,Milk,59,22,Wednesday,0,1
2023-07-23,Brioche,Flour,195,26,Sunday,1,1
2023-02-21,Pizza,Tomato,62,17,Tuesday,0,0
2023-07-17,Tropical Iceberg,Pineapple,111,21,Monday,1,1
2023-01-25,Peach Iced Tea,Peach,240,24,Wednesday,0,1
2023-08-01,Watermelon Mojito,Mint,270,18,Tuesday,1,0
2023-11-23,Crackling Brownie Pastry,Chocolate,145,39,Thursday,1,1
2023-06-15,Ginger Tea,Tea,145,20,Thursday,1,0
2023-10-18,Black Eye,Espresso,73,27,Wednesday,0,1
2023-05-19,Panini,Bread,268,21,Friday,1,0
2023-12-25,Iced Cappuccino,Milk,265,31,Monday,0,1
2023-06-11,Hazelnut Brownie Cake Shake,Milk,149,21,Sunday,0,1
2023-07-12,Americano,Coffee,114,15,Wednesday,1,0
2023-07-04,Red Velvet Cake Shake,Milk,133,21,Tuesday,1,0
2023-01-19,Cupcake,Flour,138,16,Thursday,1,1
2023-02-16,Classic Lemonade,Lemon,219,30,Thursday,1,0
2023-09-20,Crunchy Frappe,Chocolate,289,24,Wednesday,1,0
2023-01-28,Iced Cappuccino,Espresso,192,38,Saturday,0,0
2023-04-15,Hot Tea Latte,Tea,52,38,Saturday,0,0
2023-01-23,Chocolate Fantasy Cake Shake,Milk,227,19,Monday,1,1
2023-05-26,Iced Tea Latte,Ice,167,27,Friday,0,1
2023-12-22,Donut,Flour,55,39,Friday,0,1
2023-10-30,Granola Bar,Oats,119,40,Monday,0,1
2023-03-20,Breve,Milk,206,21,Monday,1,0
2023-11-15,Cafe Latte,Milk,136,34,Wednesday,1,0
2023-01-28,Iced Cappuccino,Espresso,192,38,Saturday,0,0
2023-06-08,Iced Mocha,Espresso,191,18,Thursday,1,0
2023-07-12,Americano,Coffee,114,15,Wednesday,1,0
2023-06-07,Filter Coffee,Coffee,117,18,Wednesday,1,0
2023-09-19,Cake,Sugar,211,26,Tuesday,1,0
2023-11-07,Cake,Eggs,170,37,Tuesday,1,1
2023-06-05,Masala Tea,Tea,159,23,Monday,1,0
2023-11-23,Crackling Brownie Pastry,Chocolate,145,39,Thursday,1,1
2023-11-16,Eclair,Chocolate,128,25,Thursday,0,0
2023-01-08,Popcorn,Corn,291,20,Sunday,1,0
2023-08-05,Vienna,Whipped Cream,71,23,Saturday,1,1
2023-07-31,Herbal Tea,Herbs,234,39,Monday,0,0
2023-09-26,Tropical Iceberg,Pineapple,151,18,Tuesday,0,0
2023-03-27,Dark Frappe,Chocolate,82,30,Monday,0,0
2023-11-09,Mango Frappe,Ice,241,33,Thursday,1,1
2023-09-15,Flat White,Espresso,223,38,Friday,1,1
2023-03-28,Classic Lemonade,Water,250,17,Tuesday,0,1
2023-01-21,Pasta,Pasta,139,16,Saturday,0,0
2023-02-25,Iced Latte,Espresso,88,30,Saturday,1,1
2023-01-11,Salad,Tomato,289,39,Wednesday,1,0
2023-06-27,Watermelon Mojito,Lime,257,26,Tuesday,1,1
2023-11-15,Cafe Latte,Milk,136,34,Wednesday,1,0
2023-05-18,Gourmet Belgian Cold Chocolate,Chocolate,106,32,Thursday,1,1
2023-02-16,Classic Lemonade,Sugar,173,38,Thursday,1,1
2023-03-06,Donut,Flour,56,18,Monday,1,0
2023-03-13,Iced Coffee,Ice,292,33,Monday,0,0
2023-04-21,Eclair,Chocolate,62,40,Friday,0,1
2023-10-11,Brownie,Sugar,92,32,Wednesday,1,0
2023-09-07,Chocolate Fantasy Cake Shake,Chocolate Cake,53,28,Thursday,0,0
2023-04-29,Cupcake,Flour,229,36,Saturday,0,0
2023-07-26,Popcorn,Butter,134,19,Wednesday,0,1
2023-05-10,Vienna,Whipped Cream,227,27,Wednesday,0,1
2023-03-24,Pineapple Delight Pastry,Pineapple,215,26,Friday,0,1
2023-04-20,Vanilla Latte,Milk,274,38,Thursday,1,0
2023-04-03,Iced Latte,Milk,189,17,Monday,0,0
2023-09-25,Eclair,Chocolate,220,28,Monday,0,1
2023-12-07,Cappuccino,Espresso,244,40,Thursday,1,0
2023-04-15,Hot Tea Latte,Milk,265,20,Saturday,1,1
2023-05-25,Long Black,Water,123,36,Thursday,0,0
2023-11-12,Cafe Latte,Milk,204,34,Sunday,1,1
2023-02-13,Panini,Bread,191,36,Monday,1,1
2023-07-14,Iced Coffee,Coffee,64,24,Friday,0,0
2023-06-24,Cake,Eggs,300,25,Saturday,0,0
2023-12-23,Iced Tea Latte,Tea,192,31,Saturday,0,1
2023-04-26,Baguette,Yeast,210,22,Wednesday,1,0
2023-06-27,Watermelon Mojito,Mint,183,28,Tuesday,0,0
2023-05-14,Pudding,Sugar,251,25,Sunday,1,0
2023-04-02,Lemon Cake Shake,Lemon Cake,53,40,Sunday,0,1
2023-01-05,Breve,Espresso,293,38,Thursday,0,1
2023-04-08,Scone,Sugar,284,37,Saturday,1,0
2023-08-15,Red Velvet Cake Shake,Red Velvet Cake,241,29,Tuesday,0,0
2023-12-17,Cookie,Sugar,123,36,Sunday,1,1
2023-11-14,Dark Frappe,Ice,260,25,Tuesday,1,1
2023-06-17,Lemon Green Coffee,Coffee,244,29,Saturday,1,0
2023-10-12,Crackling Brownie Pastry,Chocolate,158,34,Thursday,1,0
2023-09-13,Salad,Cucumber,219,35,Wednesday,1,1
2023-02-15,Chocolate Fantasy Cake Shake,Milk,103,25,Wednesday,0,0
2023-10-12,Crackling Brownie Pastry,Flour,231,34,Thursday,1,0
2023-02-13,Panini,Cheese,108,40,Monday,0,0
2023-06-09,Muffin,Flour,52,28,Friday,1,0
2023-09-13,Salad,Tomato,71,35,Wednesday,0,0
2023-09-02,Affogato,Ice Cream,122,32,Saturday,0,1
2023-09-05,Long Black,Water,117,21,Tuesday,0,1
2023-05-27,Iced Tea Latte,Milk,61,32,Saturday,1,1
2023-08-21,Elaichi Tea,Cardamom,190,29,Monday,0,0
2023-12-29,Tropical Iceberg,Ice,168,27,Friday,0,1
2023-12-30,Mango Frappe,Ice,251,27,Saturday,0,1
2023-12-17,Cookie,Chocolate Chips,81,22,Sunday,1,0
2023-07-27,Crunchy Frappe,Ice,76,32,Thursday,0,0
2023-10-30,Granola Bar,Nuts,62,34,Monday,1,0
2023-06-06,Bagel,Yeast,112,34,Tuesday,1,0
2023-06-18,Espresso,Milk,83,21,Sunday,0,0
2023-10-01,Filter Coffee,Coffee,68,29,Sunday,0,0
2023-06-30,Pineapple Delight Pastry,Butter,280,24,Friday,0,0
2023-10-06,Masala Tea,Spices,261,34,Friday,1,0
2023-12-10,Lemon Green Coffee,Green Tea,70,35,Sunday,1,1
2023-06-23,Macchiato,Milk,187,40,Friday,0,0
2023-03-04,Peach Iced Tea,Peach,164,20,Saturday,1,1
2023-03-16,Red Eye,Milk,211,23,Thursday,0,0
2023-10-31,Cake,Eggs,125,36,Tuesday,0,0
2023-08-08,Masala Tea,Tea,108,23,Tuesday,1,1
2023-05-27,Iced Tea Latte,Tea,172,17,Saturday,0,0
2023-04-11,Pizza,Dough,101,15,Tuesday,0,1
2023-02-03,Turmeric Ginger Cappuccino,Milk,117,23,Friday,0,0
2023-11-25,Espresso,Milk,210,39,Saturday,1,0
2023-09-25,Eclair,Flour,191,18,Monday,0,0
2023-08-24,Affogato,Ice Cream,225,34,Thursday,1,0
2023-03-03,Mousse,Chocolate,236,32,Friday,0,1
2023-03-02,Brownie,Chocolate,116,25,Thursday,0,0
2023-12-07,Cappuccino,Foam,297,39,Thursday,1,1
2023-10-29,Macaron,Sugar,166,37,Sunday,0,0
2023-07-14,Iced Coffee,Milk,118,22,Friday,0,0
2023-09-03,Quiche,Eggs,261,32,Sunday,1,0
2023-10-13,Ginger Tea,Tea,99,18,Friday,0,1
2023-06-03,Iced Coffee,Coffee,281,17,Saturday,0,1
2023-04-17,Turmeric Ginger Cappuccino,Milk,107,36,Monday,0,1
2023-03-27,Dark Frappe,Ice,192,17,Monday,1,0
2023-09-03,Quiche,Cheese,200,30,Sunday,0,1
2023-04-15,Hot Tea Latte,Milk,265,20,Saturday,1,1
2023-03-02,Brownie,Chocolate,116,25,Thursday,0,0
2023-10-29,Macaron,Sugar,166,37,Sunday,0,0
2023-09-23,Flavoured Ice Cream,Milk,131,15,Saturday,1,0
2023-01-14,Crackling Brownie Pastry,Chocolate,240,22,Saturday,1,0
2023-02-01,Gourmet Belgian Hot Chocolate,Milk,266,36,Wednesday,1,0
2023-01-11,Salad,Tomato,289,39,Wednesday,1,0
2023-03-30,Mousse,Cream,269,15,Thursday,0,1
2023-02-03,Turmeric Ginger Cappuccino,Ginger,263,34,Friday,0,1
2023-12-11,Donut,Sugar,248,21,Monday,1,0
2023-09-25,Eclair,Cream,190,28,Monday,1,0
2023-06-14,Flat White,Milk,253,23,Wednesday,0,0
2023-04-27,Panini,Cheese,291,26,Thursday,0,1
2023-11-05,Granola Bar,Oats,203,18,Sunday,0,1
2023-07-07,Panini,Cheese,201,40,Friday,0,0
2023-04-20,Vanilla Latte,Vanilla,264,34,Thursday,1,1
2023-06-16,Cheesecake Shake,Milk,269,29,Friday,0,1
2023-11-13,Cheesecake Shake,Milk,116,24,Monday,1,1
2023-12-08,Tropical Iceberg,Pineapple,282,39,Friday,0,1
2023-06-14,Flat White,Espresso,238,36,Wednesday,1,0
2023-09-24,Chocolate Fantasy Cake Shake,Chocolate Cake,254,17,Sunday,0,1
2023-08-10,Cutlet,Meat,59,38,Thursday,0,0
2023-02-17,Hazelnut Brownie Cake Shake,Milk,278,36,Friday,0,0
2023-03-05,Filter Coffee,Coffee,107,17,Sunday,0,1
2023-08-15,Red Velvet Cake Shake,Red Velvet Cake,241,29,Tuesday,0,0
2023-12-23,Iced Tea Latte,Ice,258,15,Saturday,1,1
2023-07-14,Iced Coffee,Ice,202,28,Friday,0,0
2023-03-23,Americano,Coffee,295,16,Thursday,1,1
2023-05-29,Filter Coffee,Coffee,245,31,Monday,0,1
2023-02-04,Croissant,Butter,192,26,Saturday,0,1
2023-07-06,Gourmet Belgian Cold Chocolate,Milk,238,24,Thursday,1,0
2023-01-05,Breve,Espresso,293,38,Thursday,0,1
2023-02-28,Breve,Espresso,138,22,Tuesday,0,1
2023-10-26,Salad,Cucumber,98,26,Thursday,1,1
2023-04-24,Cake,Flour,96,18,Monday,0,0
2023-07-01,Turmeric Ginger Cappuccino,Turmeric,192,36,Saturday,0,0
2023-08-15,Red Velvet Cake Shake,Red Velvet Cake,241,29,Tuesday,0,0
2023-06-30,Pineapple Delight Pastry,Butter,280,24,Friday,0,0
2023-07-10,Ginger Tea,Ginger,135,18,Monday,0,1
2023-10-22,Donut,Eggs,166,15,Sunday,1,0
2023-08-12,Peach Iced Tea,Tea,185,38,Saturday,1,1
2023-01-14,Crackling Brownie Pastry,Flour,69,40,Saturday,0,1
2023-02-26,Tropical Iceberg,Ice,254,20,Sunday,0,1
2023-03-30,Mousse,Eggs,67,20,Thursday,1,1
2023-09-29,Crunchy Frappe,Chocolate,279,35,Friday,1,1
2023-07-17,Tropical Iceberg,Ice,262,30,Monday,0,0
2023-06-23,Macchiato,Milk,187,40,Friday,0,0
2023-02-16,Classic Lemonade,Lemon,219,30,Thursday,1,0
2023-02-04,Croissant,Flour,89,26,Saturday,0,0
2023-01-26,Cupcake,Sugar,276,21,Thursday,1,1
2023-09-18,Cake,Eggs,60,28,Monday,0,0
2023-10-14,Brownie,Chocolate,55,19,Saturday,0,1
2023-01-04,Eclair,Cream,210,35,Wednesday,0,0
2023-04-12,Muffin,Sugar,194,22,Wednesday,1,1
2023-07-25,Tropical Iceberg,Coconut,300,38,Tuesday,1,0
2023-11-11,Filter Coffee,Coffee,207,21,Saturday,0,1
2023-07-12,Americano,Coffee,114,15,Wednesday,1,0
2023-06-19,Brioche,Eggs,118,16,Monday,0,0
2023-06-22,Breve,Espresso,92,35,Thursday,0,0
2023-07-01,Turmeric Ginger Cappuccino,Espresso,288,21,Saturday,0,0
2023-01-24,Lemon Green Coffee,Coffee,141,25,Tuesday,1,1
2023-06-20,Mousse,Eggs,83,20,Tuesday,1,1
2023-09-18,Cake,Flour,225,38,Monday,0,1
2023-10-05,Macchiato,Espresso,199,22,Thursday,0,0
2023-04-04,Iced Cappuccino,Ice,151,38,Tuesday,0,1
2023-06-03,Iced Coffee,Ice,56,36,Saturday,1,1
2023-09-06,Iced Tea Latte,Milk,200,38,Wednesday,1,1
2023-02-05,Brioche,Eggs,227,37,Sunday,1,1
2023-12-22,Donut,Eggs,231,31,Friday,0,0
2023-11-08,Tropical Iceberg,Pineapple,166,31,Wednesday,0,1
2023-10-22,Donut,Flour,219,21,Sunday,0,0
2023-08-23,Red Eye,Coffee,243,39,Wednesday,0,1
2023-09-17,Cookie,Flour,276,22,Sunday,0,0
2023-10-23,Muffin,Sugar,183,27,Monday,0,0
2023-03-30,Mousse,Chocolate,57,21,Thursday,1,1
2023-10-21,Red Eye,Coffee,154,21,Saturday,0,0
2023-04-20,Vanilla Latte,Vanilla,264,34,Thursday,1,1
2023-07-21,Pineapple Delight Pastry,Flour,131,30,Friday,0,0
2023-07-18,Black Eye,Coffee,220,23,Tuesday,0,1
2023-07-12,Americano,Coffee,114,15,Wednesday,1,0
2023-01-03,Iced Latte,Espresso,289,25,Tuesday,1,1
2023-07-18,Black Eye,Coffee,220,23,Tuesday,0,1
2023-08-01,Watermelon Mojito,Lime,151,19,Tuesday,0,0
2023-09-28,Red Eye,Espresso,220,40,Thursday,1,1
2023-01-03,Iced Latte,Ice,233,18,Tuesday,0,1
2023-06-08,Iced Mocha,Milk,271,30,Thursday,0,0
2023-10-21,Red Eye,Coffee,154,21,Saturday,0,0
2023-01-25,Peach Iced Tea,Tea,289,32,Wednesday,0,0
2023-09-23,Flavoured Ice Cream,Flavouring,196,25,Saturday,0,0
2023-05-21,Panini,Ham,247,21,Sunday,0,0
2023-12-22,Donut,Eggs,231,31,Friday,0,0
2023-11-08,Tropical Iceberg,Ice,227,39,Wednesday,1,0
2023-02-22,Donut,Eggs,284,38,Wednesday,1,1
2023-02-25,Iced Latte,Milk,70,25,Saturday,0,0
2023-03-11,Chocolate Fantasy Cake Shake,Milk,272,27,Saturday,0,0
2023-05-15,Tacos,Tortilla,234,29,Monday,0,1
2023-04-18,Iced Cappuccino,Espresso,253,19,Tuesday,0,0
2023-07-20,Crackling Brownie Pastry,Chocolate,74,31,Thursday,0,0
2023-08-20,Macchiato,Espresso,166,38,Sunday,0,1
2023-04-15,Hot Tea Latte,Tea,52,38,Saturday,0,0
2023-09-22,Cookie,Flour,73,38,Friday,0,0
2023-12-06,Tropical Iceberg,Coconut,123,23,Wednesday,0,0
2023-09-24,Chocolate Fantasy Cake Shake,Milk,289,16,Sunday,0,0
2023-06-08,Iced Mocha,Espresso,191,18,Thursday,1,0
2023-06-04,Pizza,Cheese,151,24,Sunday,0,1
2023-10-13,Ginger Tea,Ginger,300,16,Friday,0,1
2023-04-09,Elaichi Tea,Tea,283,40,Sunday,0,1
2023-08-08,Masala Tea,Tea,108,23,Tuesday,1,1
