TransactionID,Items,TotalCost,UserID
1116,Cortado,200,3756
1117,"Vienna, Elaichi Tea, Filter Coffee, Long Black, Cappuccino, Macaron",1140,4236
1118,"Cafe Latte, Sandwich",480,246
1119,"Iced Latte, Hazelnut Brownie Cake Shake, Tacos, Flavoured Ice Cream, Bagel",1200,3913
1120,"Vanilla Latte, Peach Iced Tea, Lemon Green Coffee, Americano, Hazelnut Brownie Cake Shake, Cafe Latte, Tropical Iceberg",1670,693
1121,"Vegan Shake, Cheesecake Shake",520,2847
1122,"Scone, Hot Velvet Coffee, Herbal Tea",560,7749
1123,"Brioche, Crunchy Frappe, Filter Coffee, Flavoured Ice Cream, Iced Tea Latte, Vanilla Latte, Affogato, Bagel",1650,9467
1124,"Crunchy Frappe, Green Tea, Earl Grey Orange Tea, Dark Frappe",890,895
1125,"Americano, Pasta, Quiche, Pineapple Delight Pastry",970,6128
1126,"Turmeric Ginger Cappuccino, Muffin, Flavoured Ice Cream, Hazelnut Brownie Cake Shake, Elaichi Tea",1110,5961
1127,Cupcake,150,6975
1128,"Popcorn, Cheesecake Shake, Scone",480,8568
1129,"Panini, Earl Grey Orange Tea, Iced Latte, Lemon Cake Shake",1000,946
1130,"Tropical Iceberg, Classic Lemonade, Cortado, Granola Bar, Peach Iced Tea, Scone",1130,4997
1131,"Croissant, Muffin",220,3896
1132,"Cupcake, Iced Tea Latte, Sandwich, Eclair, Crackling Brownie Pastry",1030,4440
1133,"Bagel, Lemon Cake Shake, Cortado, Masala Tea, Soup",930,9125
1134,"Muffin, Pizza, Popcorn, Vanilla Latte",820,7083
1135,"Cutlet, Peach Iced Tea, Scone, Cookie, Long Macchiato",850,7264
1136,"Black Eye, Breve",400,935
1137,"Donut, Quiche",400,6990
1138,"Soup, Baguette, Brioche, Macaron",640,4052
1139,"Cupcake, Vanilla Cappuccino, Tropical Iceberg, Iced Coffee, Croissant",950,1849
1140,"Gourmet Belgian Hot Chocolate, Popcorn, Scone, Cocoa Fantasy Pastry, Cupcake",860,8494
1141,"Long Macchiato, Ginger Tea, Burrito, Pineapple Delight Pastry, Masala Tea, Eclair, Earl Grey Orange Tea, Quiche",1750,5779
1142,"Danish, Espresso, Cheesecake Shake, Hot Tea Latte, Cake, Cookie, Vanilla Cappuccino",1390,5811
1143,"Gourmet Belgian Cold Chocolate, Watermelon Mojito, Hot Velvet Coffee, Donut",920,4434
1144,"Green Tea, Red Velvet Cake Shake, Eclair, Lemon Green Coffee, Vanilla Latte, Flat White, Dark Frappe",1640,2416
1145,"Scone, Gourmet Belgian Hot Chocolate, Cortado, Hot Tea Latte, Pizza, Peach Iced Tea, Soup",1600,6247
1146,"Donut, Hot Tea Latte, Cookie, Croissant, Iced Coffee, Pizza, Sandwich",1360,3994
1147,"Pineapple Delight Pastry, Green Tea, Brioche, Ginger Tea, Alphonso Mango Frappe, Iced Cappuccino, Earl Grey Orange Tea, Turmeric Ginger Cappuccino",1730,2556
1148,"Macaron, Cookie, Brownie, Gourmet Belgian Cold Chocolate, Iced Mocha, Pasta, Iced Tea Latte, Cortado",1820,6458
1149,"Long Macchiato, Turmeric Ginger Cappuccino, Masala Tea, Iced Coffee, Cocoa Fantasy Pastry, Ginger Tea, Espresso",1410,6095
1150,"Long Macchiato, Donut, Espresso",470,8076
1151,"Pizza, Cortado, Flat White, Breve, Baguette",1150,1186
1152,"Croissant, Panini, Sandwich, Alphonso Mango Frappe, Gourmet Belgian Cold Chocolate, Iced Latte, Masala Tea, Cheesecake Shake",1950,8975
1153,"Cupcake, Earl Grey Orange Tea, Elaichi Tea, Gourmet Belgian Cold Chocolate, Baguette, Flat White, Tacos",1480,8739
1154,Popcorn,80,5591
1155,"Red Eye, Scone, Watermelon Mojito, Salad, Breve, Soup, Affogato, Turmeric Ginger Cappuccino",1670,2193
1156,"Cookie, Cake, Chocolate Fantasy Cake Shake, Baguette, Herbal Tea, Mousse",1140,6760
1157,"Iced Tea Latte, Sandwich, Dark Frappe, Flat White, Crackling Brownie Pastry",1190,2791
1158,"Earl Grey Orange Tea, Americano, Cutlet, Baguette, Hazelnut Brownie Cake Shake, Mousse, Pizza",1510,2458
1159,"Danish, Red Eye, Panini, Cake, Black Eye",1030,4100
1160,"Pizza, Quiche, Chocolate Fantasy Cake Shake",920,6568
1161,"Turmeric Ginger Cappuccino, Danish, Herbal Tea, Ginger Tea, Panini",1090,5526
1162,"Long Black, Lemon Cake Shake, Pineapple Delight Pastry, Gourmet Belgian Cold Chocolate, Crackling Brownie Pastry, Croissant",1260,5693
1163,"Granola Bar, Cookie, Filter Coffee, Hot Tea Latte, Gourmet Belgian Cold Chocolate, Cafe Latte, Danish, Green Tea",1520,2158
1164,Chocolate Fantasy Cake Shake,270,1628
1165,"Pudding, Cake, Baguette",550,6247
1166,"Hazelnut Brownie Cake Shake, Donut, Gourmet Belgian Hot Chocolate, Popcorn",780,6839
1167,"Ginger Tea, Soup, Iced Coffee, Lemon Green Coffee, Gourmet Belgian Hot Chocolate, Masala Tea, Macaron, Long Macchiato",1710,8619
1168,"Iced Coffee, Salad",440,6769
1169,"Eclair, Filter Coffee, Crunchy Frappe, Watermelon Granita, Sandwich, Gourmet Belgian Cold Chocolate",1320,1297
1170,"Classic Lemonade, Crunchy Frappe, Lemon Green Coffee",640,7562
1171,Cookie,120,6225
1172,"Breve, Dark Frappe",480,414
1173,"Iced Mocha, Macaron, Turmeric Ginger Cappuccino, Espresso, Crackling Brownie Pastry, Breve, Brioche, Alphonso Mango Frappe",1750,1887
1174,"Long Black, Scone",330,2961
1175,"Mousse, Iced Mocha, Muffin, Hot Velvet Coffee, Tropical Iceberg, Black Eye",1270,426
1176,"Muffin, Salad",340,3398
1177,Baguette,150,7018
1178,"Muffin, Dark Frappe, Ginger Tea, Black Eye",740,3107
1179,"Masala Tea, Croissant, Iced Cappuccino, Turmeric Ginger Cappuccino",840,5855
1180,"Eclair, Chocolate Fantasy Cake Shake, Iced Mocha, Affogato, Vienna",1210,5436
1181,"Herbal Tea, Pizza, Hot Tea Latte, Pasta, Watermelon Mojito",1300,7102
1182,"Black Eye, Panini, Red Velvet Cake Shake, Hot Tea Latte, Tropical Iceberg, Tacos, Pudding, Brioche",1770,6715
1183,"Macaron, Ginger Tea, Iced Latte, Salad, Iced Coffee",1090,3893
1184,"Affogato, Filter Coffee, Soup, Chocolate Fantasy Cake Shake, Cake",980,5637
1185,Quiche,300,1051
1186,Burrito,300,9243
1187,Earl Grey Orange Tea,200,7152
1188,"Flat White, Macchiato, Gourmet Belgian Cold Chocolate, Baguette, Earl Grey Orange Tea, Red Velvet Cake Shake, Watermelon Granita",1600,3993
1189,"Filter Coffee, Crunchy Frappe, Iced Cappuccino, Earl Grey Orange Tea",830,1854
1190,"Earl Grey Orange Tea, Macaron, Cutlet, Cupcake, Crackling Brownie Pastry",900,3926
1191,"Crackling Brownie Pastry, Watermelon Granita",420,7913
1192,Sandwich,250,8119
1193,"Herbal Tea, Burrito, Pudding, Lemon Green Coffee, Long Black, Flat White, Eclair, Dark Frappe",1770,3364
1194,"Pizza, Macaron, Cutlet, Scone, Chocolate Fantasy Cake Shake, Long Black, Hazelnut Brownie Cake Shake, Eclair",1760,5441
1195,"Scone, Cupcake",280,4546
1196,Croissant,100,9167
1197,"Hot Velvet Coffee, Mousse, Red Velvet Cake Shake, Breve, Baguette, Turmeric Ginger Cappuccino, Herbal Tea, Peach Iced Tea",1790,9563
1198,"Hazelnut Brownie Cake Shake, Turmeric Ginger Cappuccino, Macchiato, Popcorn, Mousse, Vienna, Iced Latte, Chocolate Fantasy Cake Shake",1820,7143
1199,"Chocolate Fantasy Cake Shake, Soup",420,9974
1200,"Black Eye, Macchiato",380,1766
1201,"Pineapple Delight Pastry, Cookie, Vegan Shake, Green Tea, Peach Iced Tea",970,3804
1202,"Watermelon Mojito, Crackling Brownie Pastry, Baguette, Lemon Cake Shake, Watermelon Granita",1070,9579
1203,"Ginger Tea, Green Tea, Gourmet Belgian Hot Chocolate, Hazelnut Brownie Cake Shake, Long Macchiato",1180,7248
1204,"Elaichi Tea, Iced Mocha, Earl Grey Orange Tea, Donut, Vanilla Cappuccino, Affogato",1240,1327
1205,"Bagel, Espresso, Americano, Crunchy Frappe, Vanilla Latte",1000,7836
1206,"Peach Iced Tea, Cafe Latte, Flavoured Ice Cream",710,7678
1207,"Tacos, Affogato, Turmeric Ginger Cappuccino, Danish, Ginger Tea, Scone",1250,4626
1208,"Cortado, Burrito, Flat White, Cocoa Fantasy Pastry, Pizza, Quiche, Bagel, Cutlet",1860,6268
1209,Soup,150,8782
1210,"Filter Coffee, Vanilla Cappuccino, Gourmet Belgian Cold Chocolate, Iced Coffee, Panini, Espresso, Cookie",1430,7761
1211,Cortado,200,8019
1212,"Flat White, Soup, Flavoured Ice Cream, Pineapple Delight Pastry, Chocolate Fantasy Cake Shake, Salad, Hot Tea Latte",1530,6532
1213,"Alphonso Mango Frappe, Cappuccino, Classic Lemonade, Tropical Iceberg, Iced Mocha, Herbal Tea",1350,155
1214,Tropical Iceberg,240,2236
1215,"Cheesecake Shake, Baguette, Espresso, Elaichi Tea, Vanilla Cappuccino, Macchiato",1190,7958
1216,"Crackling Brownie Pastry, Donut",300,4061
1217,"Red Velvet Cake Shake, Vienna, Herbal Tea, Affogato, Hot Velvet Coffee, Lemon Green Coffee",1430,55
1218,Pudding,180,3426
1219,"Hazelnut Brownie Cake Shake, Americano, Burrito, Filter Coffee, Macchiato, Cheesecake Shake, Hot Tea Latte",1550,4780
1220,"Cutlet, Brioche, Crackling Brownie Pastry, Breve, Red Velvet Cake Shake, Watermelon Mojito",1240,3302
1221,"Bagel, Pasta, Panini, Mousse, Vanilla Cappuccino, Earl Grey Orange Tea, Tropical Iceberg, Iced Mocha",1890,2783
1222,"Soup, Chocolate Fantasy Cake Shake",420,350
1223,"Iced Latte, Lemon Cake Shake, Salad",740,9626
1224,"Watermelon Granita, Cheesecake Shake, Iced Tea Latte, Iced Latte",1010,4731
1225,"Cookie, Cortado, Alphonso Mango Frappe, Pasta",900,6977
1226,"Popcorn, Baguette, Watermelon Mojito",480,5196
1227,"Vanilla Latte, Hazelnut Brownie Cake Shake, Salad, Elaichi Tea",950,1029
1228,"Iced Cappuccino, Cutlet, Iced Tea Latte, Herbal Tea, Burrito",1160,2503
1229,"Cortado, Macaron, Flat White, Tacos, Popcorn, Pasta",1260,1043
1230,"Soup, Gourmet Belgian Hot Chocolate, Ginger Tea, Watermelon Mojito, Herbal Tea, Brioche, Quiche, Cocoa Fantasy Pastry",1700,5944
1231,"Vegan Shake, Dark Frappe, Watermelon Mojito, Long Macchiato, Affogato, Breve, Macchiato, Iced Tea Latte",1890,5806
1232,"Hot Tea Latte, Eclair, Salad, Cortado, Watermelon Mojito, Soup, Long Macchiato, Filter Coffee",1540,3268
1233,"Hazelnut Brownie Cake Shake, Pasta, Sandwich, Ginger Tea, Pizza, Herbal Tea, Soup, Cake",1910,8824
1234,"Iced Cappuccino, Brownie, Donut, Baguette",680,4200
1235,"Turmeric Ginger Cappuccino, Salad, Tacos, Iced Mocha, Watermelon Mojito, Elaichi Tea, Cutlet",1610,646
1236,"Breve, Herbal Tea, Vegan Shake",650,5323
1237,"Iced Tea Latte, Cutlet, Pudding",580,7051
1238,"Cortado, Flat White",430,2773
1239,"Peach Iced Tea, Filter Coffee",330,6307
1240,Vanilla Latte,270,9311
1241,"Sandwich, Granola Bar, Red Eye, Cupcake, Scone, Earl Grey Orange Tea, Flat White, Crunchy Frappe",1570,5774
1242,"Black Eye, Donut, Cappuccino, Baguette, Watermelon Granita",870,9372
1243,"Tacos, Scone, Muffin, Ginger Tea",680,2963
1244,"Herbal Tea, Eclair, Cocoa Fantasy Pastry, Cupcake, Espresso",840,3853
1245,Pineapple Delight Pastry,190,8684
1246,"Red Eye, Popcorn, Hazelnut Brownie Cake Shake, Filter Coffee, Breve",860,1573
1247,"Watermelon Granita, Red Eye, Soup, Americano, Pineapple Delight Pastry",920,2360
1248,"Iced Mocha, Flavoured Ice Cream, Cutlet, Dark Frappe, Turmeric Ginger Cappuccino, Long Black, Pineapple Delight Pastry",1610,5355
1249,"Scone, Masala Tea, Soup, Americano, Granola Bar, Herbal Tea, Salad",1220,873
1250,"Cookie, Vanilla Latte",390,5704
1251,Cutlet,150,2669
1252,"Iced Mocha, Breve",500,6654
1253,"Cutlet, Cocoa Fantasy Pastry",330,9195
1254,"Burrito, Cortado, Donut, Tacos",850,1487
1255,"Cheesecake Shake, Pineapple Delight Pastry, Affogato, Herbal Tea, Cake, Hot Tea Latte, Croissant",1420,8173
1256,"Granola Bar, Cheesecake Shake, Filter Coffee, Crackling Brownie Pastry, Crunchy Frappe",1000,4087
1257,"Soup, Vienna, Dark Frappe, Eclair",830,6409
1258,"Croissant, Turmeric Ginger Cappuccino, Black Eye",560,9410
1259,"Macchiato, Masala Tea, Pasta",680,7969
1260,"Donut, Pineapple Delight Pastry, Classic Lemonade, Flat White, Vanilla Cappuccino, Cafe Latte, Cookie, Danish",1430,943
1261,Croissant,100,534
1262,"Gourmet Belgian Hot Chocolate, Pizza, Red Velvet Cake Shake, Long Macchiato",1170,3427
1263,"Granola Bar, Vanilla Cappuccino, Turmeric Ginger Cappuccino, Burrito",1000,9340
1264,"Eclair, Cortado, Elaichi Tea, Hot Tea Latte, Cappuccino, Gourmet Belgian Hot Chocolate, Macaron",1520,8383
1265,"Burrito, Long Black, Gourmet Belgian Cold Chocolate, Donut, Cocoa Fantasy Pastry, Long Macchiato",1320,7525
1266,"Eclair, Danish",350,7824
1267,Flat White,230,6939
1268,"Herbal Tea, Green Tea, Eclair, Cookie, Red Velvet Cake Shake",940,7297
1269,"Brioche, Popcorn",220,8598
1270,"Iced Cappuccino, Mousse, Red Velvet Cake Shake, Cheesecake Shake, Elaichi Tea, Crunchy Frappe",1460,6065
1271,"Crackling Brownie Pastry, Pizza, Vienna, Watermelon Mojito, Salad, Vanilla Cappuccino",1500,6720
1272,"Croissant, Cheesecake Shake, Lemon Cake Shake, Espresso, Eclair, Tacos",1200,5348
1273,"Salad, Eclair, Chocolate Fantasy Cake Shake, Earl Grey Orange Tea, Panini, Croissant, Pizza, Watermelon Granita",1820,9780
1274,Salad,220,5432
1275,"Cookie, Hot Tea Latte, Iced Latte, Hazelnut Brownie Cake Shake, Cocoa Fantasy Pastry, Long Black",1270,2196
1276,"Iced Latte, Green Tea, Earl Grey Orange Tea, Americano",830,573
1277,"Macchiato, Espresso, Salad",570,116
1278,"Croissant, Macchiato, Hot Velvet Coffee, Brioche, Herbal Tea, Gourmet Belgian Cold Chocolate, Pudding",1370,8257
1279,"Quiche, Mousse, Cheesecake Shake",770,8898
1280,"Cupcake, Brioche, Pineapple Delight Pastry, Eclair, Vegan Shake, Cookie",1030,4705
1281,Cappuccino,220,6246
1282,"Muffin, Watermelon Granita",340,1959
1283,"Elaichi Tea, Lemon Cake Shake, Soup, Earl Grey Orange Tea, Vegan Shake, Cheesecake Shake, Cortado",1500,6103
1284,"Cappuccino, Long Black, Filter Coffee, Bagel",670,2611
1285,"Quiche, Earl Grey Orange Tea, Tropical Iceberg",740,4279
1286,"Alphonso Mango Frappe, Hazelnut Brownie Cake Shake, Quiche, Ginger Tea",1040,7829
1287,Cappuccino,220,6950
1288,"Cappuccino, Masala Tea, Green Tea, Black Eye",760,9774
1289,"Brownie, Iced Mocha, Macchiato, Cheesecake Shake",900,1072
1290,"Brownie, Tropical Iceberg, Vanilla Latte, Cupcake",810,5470
1291,"Cafe Latte, Granola Bar, Burrito, Donut, Breve, Crackling Brownie Pastry, Flat White",1460,7261
1292,"Pineapple Delight Pastry, Herbal Tea, Brownie, Cafe Latte, Green Tea, Elaichi Tea, Alphonso Mango Frappe",1390,7850
1293,"Hot Tea Latte, Espresso",370,8624
1294,"Tacos, Cocoa Fantasy Pastry, Hot Velvet Coffee, Bagel, Vanilla Latte",1100,223
1295,"Sandwich, Gourmet Belgian Hot Chocolate, Earl Grey Orange Tea, Tacos, Vienna, Cheesecake Shake, Vanilla Latte, Long Black",2000,8422
1296,Pizza,350,6740
1297,"Earl Grey Orange Tea, Alphonso Mango Frappe, Long Macchiato",700,1078
1298,"Dark Frappe, Turmeric Ginger Cappuccino, Iced Mocha, Popcorn, Donut, Classic Lemonade",1150,2963
1299,"Cafe Latte, Green Tea, Gourmet Belgian Hot Chocolate, Salad",950,3897
1300,"Earl Grey Orange Tea, Tropical Iceberg, Vanilla Cappuccino, Cookie, Pineapple Delight Pastry, Croissant",1090,3950
1301,"Gourmet Belgian Hot Chocolate, Hazelnut Brownie Cake Shake, Black Eye, Macaron, Cheesecake Shake, Pudding, Bagel, Vegan Shake",1830,462
1302,"Sandwich, Soup, Watermelon Mojito, Cupcake, Chocolate Fantasy Cake Shake, Red Velvet Cake Shake, Scone, Salad",1700,1488
1303,"Black Eye, Elaichi Tea, Cookie",480,9225
1304,Tacos,250,3151
1305,"Americano, Salad, Cappuccino, Red Eye, Lemon Cake Shake, Scone, Green Tea",1360,321
1306,"Cutlet, Macaron, Vegan Shake, Vienna, Cappuccino, Bagel, Quiche",1510,3538
1307,"Salad, Iced Latte",490,2073
1308,"Macaron, Mousse",400,2151
1309,"Mousse, Dark Frappe, Salad, Cappuccino, Iced Coffee, Macchiato, Cortado, Alphonso Mango Frappe",1800,4073
1310,"Croissant, Green Tea, Cookie, Donut, Quiche, Black Eye, Watermelon Mojito",1230,8911
1311,"Panini, Iced Mocha, Alphonso Mango Frappe",840,3287
1312,"Tacos, Hot Tea Latte",470,703
1313,"Classic Lemonade, Iced Coffee, Vienna, Brioche",750,5894
1314,"Americano, Salad, Pasta, Red Velvet Cake Shake, Pineapple Delight Pastry, Popcorn, Burrito",1550,3898
1315,"Cookie, Pasta, Cortado, Dark Frappe",880,3011
1316,"Cortado, Soup, Popcorn, Cookie, Macaron",750,9008
1317,"Gourmet Belgian Cold Chocolate, Long Macchiato, Long Black, Green Tea, Earl Grey Orange Tea, Affogato, Eclair",1540,1470
1318,"Pineapple Delight Pastry, Iced Cappuccino, Cappuccino, Red Eye, Hot Velvet Coffee, Mousse",1320,8137
1319,"Eclair, Popcorn, Cafe Latte, Americano",670,1476
1320,"Green Tea, Macchiato",380,4369
1321,Hot Tea Latte,220,9867
1322,"Cocoa Fantasy Pastry, Vanilla Latte, Watermelon Granita, Scone, Green Tea, Cutlet, Black Eye",1310,9445
1323,"Iced Latte, Turmeric Ginger Cappuccino, Cutlet, Breve, Pineapple Delight Pastry",1110,4237
1324,"Iced Cappuccino, Affogato",520,7584
1325,"Popcorn, Gourmet Belgian Cold Chocolate, Vanilla Latte, Hazelnut Brownie Cake Shake, Alphonso Mango Frappe, Iced Tea Latte",1480,8283
1326,"Eclair, Pizza, Black Eye",710,7108
1327,"Brioche, Dark Frappe, Scone, Brownie, Soup, Vienna, Vanilla Cappuccino",1310,6244
1328,"Breve, Ginger Tea, Gourmet Belgian Cold Chocolate, Donut, Iced Tea Latte",1070,6212
1329,"Salad, Vanilla Latte, Breve, Red Eye, Pasta, Cake, Vegan Shake",1660,3797
1330,"Dark Frappe, Burrito, Danish, Sandwich, Granola Bar, Brownie, Black Eye",1490,7063
1331,"Soup, Green Tea, Mousse, Lemon Cake Shake, Pineapple Delight Pastry, Hot Tea Latte, Tropical Iceberg, Gourmet Belgian Cold Chocolate",1750,9231
1332,"Masala Tea, Red Eye, Cheesecake Shake, Chocolate Fantasy Cake Shake, Hot Velvet Coffee, Pasta, Red Velvet Cake Shake",1730,6128
1333,"Crackling Brownie Pastry, Cutlet, Cheesecake Shake, Burrito, Espresso, Sandwich, Black Eye",1500,5286
1334,"Long Black, Iced Coffee, Watermelon Mojito, Iced Tea Latte, Brownie, Elaichi Tea",1250,7769
1335,"Crackling Brownie Pastry, Bagel, Brioche, Cupcake, Baguette, Chocolate Fantasy Cake Shake, Vanilla Cappuccino, Vanilla Latte",1570,9463
1336,"Iced Tea Latte, Breve",470,5412
1337,"Pizza, Tropical Iceberg, Red Eye",770,883
1338,"Macaron, Baguette, Flat White, Tacos, Peach Iced Tea",1060,7548
1339,"Muffin, Iced Latte, Iced Cappuccino, Long Macchiato, Iced Coffee, Americano",1290,6388
1340,"Elaichi Tea, Flat White, Brownie, Vanilla Cappuccino, Scone, Vegan Shake",1180,8028
1341,"Scone, Iced Cappuccino, Masala Tea, Vienna, Brownie, Macaron, Ginger Tea, Cortado",1560,7439
1342,"Gourmet Belgian Hot Chocolate, Hot Velvet Coffee",570,4285
1343,Crackling Brownie Pastry,200,2234
1344,"Iced Mocha, Breve, Flat White, Soup, Watermelon Mojito, Black Eye",1310,424
1345,Herbal Tea,180,1534
1346,"Popcorn, Breve",300,9427
1347,"Macaron, Crunchy Frappe, Flavoured Ice Cream",700,594
1348,"Brownie, Black Eye, Chocolate Fantasy Cake Shake, Croissant, Danish",870,945
1349,"Pineapple Delight Pastry, Crunchy Frappe, Classic Lemonade, Tropical Iceberg, Green Tea, Iced Coffee, Masala Tea",1410,3260
1350,"Soup, Breve, Crackling Brownie Pastry, Quiche, Earl Grey Orange Tea, Cupcake, Turmeric Ginger Cappuccino",1500,490
1351,"Cookie, Dark Frappe, Mousse, Long Black, Gourmet Belgian Hot Chocolate, Elaichi Tea",1280,6621
1352,"Danish, Green Tea, Peach Iced Tea",580,4840
1353,"Affogato, Iced Mocha, Muffin, Vanilla Cappuccino, Cutlet, Iced Cappuccino, Filter Coffee",1410,17
1354,"Vanilla Cappuccino, Vienna",480,8400
1355,"Breve, Pudding, Crunchy Frappe, Masala Tea, Red Velvet Cake Shake, Tropical Iceberg, Tacos, Gourmet Belgian Cold Chocolate",1920,3064
1356,"Lemon Green Coffee, Cutlet, Elaichi Tea",570,4729
1357,"Watermelon Granita, Iced Tea Latte",470,2779
1358,"Granola Bar, Turmeric Ginger Cappuccino, Sandwich, Bagel",860,3483
1359,"Cortado, Black Eye, Ginger Tea, Baguette",710,9206
1360,"Pineapple Delight Pastry, Dark Frappe, Crackling Brownie Pastry, Black Eye, Classic Lemonade, Pasta, Bagel",1430,120
1361,"Hazelnut Brownie Cake Shake, Cortado, Brownie",630,3608
1362,"Herbal Tea, Pineapple Delight Pastry, Granola Bar, Iced Coffee, Cookie, Soup",1040,6377
1363,"Earl Grey Orange Tea, Watermelon Mojito, Cookie, Mousse, Salad, Classic Lemonade, Tacos",1390,7933
1364,Soup,150,3510
1365,"Iced Latte, Dark Frappe, Peach Iced Tea, Pudding, Gourmet Belgian Hot Chocolate",1260,3796
1366,"Soup, Macaron, Peach Iced Tea",580,153
1367,"Flavoured Ice Cream, Quiche, Watermelon Granita, Iced Tea Latte, Cafe Latte, Soup, Americano",1580,3374
1368,"Elaichi Tea, Breve, Americano, Cortado, Macchiato",980,1645
1369,Cocoa Fantasy Pastry,180,5095
1370,"Danish, Cocoa Fantasy Pastry, Watermelon Mojito, Sandwich, Cupcake, Tacos, Macchiato",1450,3555
1371,"Popcorn, Hot Tea Latte, Granola Bar, Croissant",580,6681
1372,"Cafe Latte, Salad, Brioche, Herbal Tea, Breve",990,1808
1373,"Green Tea, Cortado, Muffin, Mousse, Macchiato, Tacos, Quiche",1450,4564
1374,Tropical Iceberg,240,7085
1375,"Elaichi Tea, Granola Bar, Macchiato, Donut, Hot Tea Latte, Long Macchiato",1100,1057
1376,"Baguette, Hazelnut Brownie Cake Shake, Granola Bar",610,8180
1377,"Turmeric Ginger Cappuccino, Chocolate Fantasy Cake Shake",550,5817
1378,"Cafe Latte, Turmeric Ginger Cappuccino, Hot Tea Latte, Tacos",980,1636
1379,"Granola Bar, Danish, Lemon Cake Shake, Crunchy Frappe, Pineapple Delight Pastry, Popcorn, Filter Coffee, Watermelon Mojito",1470,526
1380,"Gourmet Belgian Cold Chocolate, Red Eye, Iced Mocha, Pizza, Salad",1350,1277
1381,"Black Eye, Brioche, Vegan Shake, Crackling Brownie Pastry, Cortado, Peach Iced Tea, Earl Grey Orange Tea",1400,8781
1382,"Brownie, Red Eye, Peach Iced Tea, Vienna, Classic Lemonade",950,6957
1383,"Espresso, Long Black, Earl Grey Orange Tea, Quiche, Eclair, Chocolate Fantasy Cake Shake, Flavoured Ice Cream, Vanilla Cappuccino",1790,8997
1384,"Muffin, Iced Latte, Earl Grey Orange Tea, Granola Bar, Lemon Cake Shake, Bagel, Pasta",1470,9896
1385,"Flat White, Hazelnut Brownie Cake Shake, Donut",610,6427
1386,"Hot Velvet Coffee, Chocolate Fantasy Cake Shake, Cocoa Fantasy Pastry, Muffin, Crackling Brownie Pastry, Macaron",1220,8078
1387,"Chocolate Fantasy Cake Shake, Hazelnut Brownie Cake Shake, Cheesecake Shake, Gourmet Belgian Cold Chocolate",1140,2977
1388,"Breve, Pudding, Lemon Green Coffee, Red Velvet Cake Shake, Cocoa Fantasy Pastry, Macaron",1300,5810
1389,"Cafe Latte, Elaichi Tea, Crackling Brownie Pastry, Iced Tea Latte, Classic Lemonade, Vanilla Latte, Cupcake, Crunchy Frappe",1680,862
1390,"Herbal Tea, Dark Frappe, Americano, Long Macchiato, Vegan Shake, Macchiato, Green Tea",1470,6719
1391,"Lemon Green Coffee, Pudding, Soup, Cafe Latte, Cheesecake Shake, Crunchy Frappe, Vanilla Latte, Espresso",1740,4191
1392,Popcorn,80,4843
1393,"Cortado, Croissant, Crackling Brownie Pastry, Affogato, Danish, Quiche",1210,9929
1394,"Salad, Classic Lemonade, Long Macchiato, Cookie, Panini",990,9634
1395,Crunchy Frappe,250,5064
1396,"Gourmet Belgian Hot Chocolate, Watermelon Mojito, Hazelnut Brownie Cake Shake, Americano, Soup",1180,5942
1397,"Cutlet, Quiche",450,8024
1398,"Earl Grey Orange Tea, Elaichi Tea, Herbal Tea, Gourmet Belgian Hot Chocolate",880,526
1399,"Brownie, Hazelnut Brownie Cake Shake, Macaron, Bagel, Iced Coffee, Turmeric Ginger Cappuccino",1280,2498
1400,"Cookie, Pasta, Iced Cappuccino, Muffin, Danish, Hazelnut Brownie Cake Shake",1270,9385
1401,"Iced Latte, Chocolate Fantasy Cake Shake, Soup",690,4309
1402,"Popcorn, Cutlet, Alphonso Mango Frappe",510,7456
1403,"Breve, Flavoured Ice Cream, Macaron, Vegan Shake, Pudding, Iced Mocha, Burrito, Cutlet",1830,8430
1404,Pasta,300,7413
1405,Affogato,240,1564
1406,"Panini, Cake",500,3073
1407,"Cupcake, Vegan Shake",400,462
1408,Brownie,150,4441
1409,"Classic Lemonade, Vienna, Espresso, Filter Coffee, Hot Tea Latte, Lemon Cake Shake, Black Eye, Hot Velvet Coffee",1540,9219
1410,"Peach Iced Tea, Tropical Iceberg, Red Velvet Cake Shake, Mousse, Americano",1130,4001
1411,"Crunchy Frappe, Popcorn, Green Tea, Americano, Cheesecake Shake, Iced Cappuccino, Alphonso Mango Frappe",1520,2637
1412,"Tropical Iceberg, Alphonso Mango Frappe, Cafe Latte, Burrito, Affogato, Crunchy Frappe, Muffin",1660,415
1413,"Herbal Tea, Vegan Shake, Popcorn, Cafe Latte, Elaichi Tea, Cookie, Vanilla Cappuccino",1280,6256
1414,"Flat White, Scone, Red Eye, Danish, Eclair, Gourmet Belgian Hot Chocolate, Cappuccino, Iced Latte",1700,1755
1415,"Long Black, Lemon Green Coffee",440,5659
1416,"Macchiato, Green Tea, Cutlet, Cheesecake Shake, Sandwich, Pizza, Panini, Cookie",1800,8079
1417,"Eclair, Red Eye, Vanilla Cappuccino, Iced Cappuccino, Vegan Shake, Cortado, Cookie, Macchiato",1650,2292
1418,"Iced Coffee, Hot Velvet Coffee, Cake, Dark Frappe, Cocoa Fantasy Pastry, Lemon Cake Shake",1380,2188
1419,Breve,220,1878
